순위,영화명,개봉일,매출액,관객수,스크린수
429,더 웹툰: 예고살인,2013-06-27,"8,534,322,070","1,201,033",541
430,생일,2019-04-03,"9,879,762,840","1,196,694",862
431,짝패,2006-05-25,0,"1,196,520", 50
432,바람 바람 바람,2018-04-05,"9,784,385,375","1,194,229",985
433,파송송 계란탁,2005-02-18,0,"1,193,150", 48
434,몽정기2,2005-01-14,0,"1,188,815", 41
435,"힘을 내요, 미스터 리",2019-09-11,"9,930,518,906","1,181,960",990
436,빅매치,2014-11-27,"8,952,096,578","1,177,438",627
437,여선생 VS 여제자,2004-11-17,0,"1,175,580", 55
438,서양 골동 양과자점 앤티크,2008-11-13,"7,367,880,833","1,173,310",451
439,슬로우 비디오,2014-10-02,"8,913,092,219","1,169,562",618
440,동주,2016-02-17,"8,870,143,589","1,169,335",499
441,"당신, 거기 있어줄래요",2016-12-14,"9,361,133,648","1,168,625",767
442,인생은 아름다워,2022-09-28,"10,861,583,419","1,167,501","1,285"
443,돈의 맛,2012-05-17,"8,780,178,611","1,166,018",643
444,장수상회,2015-04-09,"8,729,412,643","1,163,575",688
445,연애술사,2005-05-20,0,"1,163,274", 55
446,공공의 적,2002-01-24,," 1,161,500", 54
447,가문의 영광5 - 가문의 귀환,2012-12-19,"8,330,342,500","1,160,021",447
448,항거:유관순 이야기,2019-02-27,"9,290,065,101","1,157,707","1,094"
449,미씽: 사라진 여자,2016-11-30,"8,881,616,256","1,153,109",790
450,용서는 없다,2010-01-07,"8,737,627,361","1,144,238",334
451,"안녕, 형아",2005-05-27,0,"1,143,136", 45
452,고령화 가족,2013-05-09,"8,169,492,153","1,141,222",583
453,장사리 : 잊혀진 영웅들,2019-09-25,"8,997,921,050","1,140,876","1,090"
454,김종욱 찾기,2010-12-08,"8,271,660,983","1,130,638",442
455,하루,2017-06-15,"9,072,737,842","1,129,609",781
456,챔피언,2018-05-01,"9,471,138,230","1,128,774",874
457,성난 변호사,2015-10-08,"8,723,650,039","1,128,288",607
458,올빼미,2022-11-23,"10,890,953,854","1,127,323","1,541"
459,6년째 연애중,2008-02-05,"7,460,438,000","1,123,294",327
460,아랑,2006-06-28,0,"1,122,399", 46
461,특수본,2011-11-24,"8,096,052,500","1,118,258",471
462,회사원,2012-10-11,"8,321,175,000","1,110,523",549
463,간신,2015-05-21,"8,946,842,910","1,110,246",697
464,령,2004-06-17,0,"1,108,769", 35
465,베스트셀러,2010-04-15,"8,110,824,681","1,099,665",317
466,지금 사랑하는 사람과 살고 있습니까?,2007-08-15,0,"1,095,119", 76
467,롱 리브 더 킹: 목포 영웅,2019-06-19,"9,228,798,910","1,094,404",965
468,그때 그 사람들,2005-02-03,0,"1,083,962", 45
469,내 남자의 로맨스,2004-07-16,0,"1,083,556", 47
470,오! 해피데이,2003-04-18,0,"1,073,230", 47
471,오빠생각,2016-01-21,"8,058,857,287","1,069,436",855
472,새드무비,2005-10-20,0,"1,066,765", 87
473,"날, 보러와요",2016-04-07,"8,836,039,063","1,063,421",683
474,수상한 고객들,2011-04-14,"7,953,428,000","1,059,350",411
475,남극일기,2005-05-19,0,"1,057,311", 78
476,동창생,2013-11-06,"7,010,197,126","1,048,280",660
477,시크릿,2009-12-03,"7,979,591,607","1,046,787",397
478,그놈이다,2015-10-28,"8,098,811,152","1,046,313",681
479,마음이...,2006-10-26,0,"1,042,166", 66
480,점박이:한반도의 공룡3D,2012-01-26,"9,621,468,000","1,040,636",457
481,서편제,1993-04-10,0," 1,035,741", 16
482,파괴된 사나이,2010-07-01,"7,820,538,614","1,030,285",190
483,오직 그대만,2011-10-20,"7,591,008,500","1,027,622",435
484,이중간첩,2003-01-24,0,"1,025,928", 53
485,우아한 세계,2007-04-05,0,"1,025,781", 103
486,김관장 대 김관장 대 김관장,2007-02-08,0,"1,025,618", 76
487,데이지,2006-03-09,0,"1,023,096", 90
488,야수,2006-01-12,0,"1,016,152", 87
489,심장이 뛴다,2011-01-05,"7,538,083,500","1,006,947",445
490,분신사바,2004-08-05,0,"1,001,125", 40
491,염력,2018-01-31,"7,484,644,112","990,104","1,099"
492,방황하는 칼날,2014-04-10,"7,828,526,800","989,881",594
493,강력 3반,2005-09-29,0,"989,573", 41
494,방가? 방가!,2010-09-30,"7,129,363,141","989,021",259
495,미쓰 와이프,2015-08-13,"7,387,086,869","988,451",437
496,시체가 돌아왔다,2012-03-29,"7,360,631,000","986,923",435
497,원더풀 라디오,2012-01-05,"7,255,598,000","986,287",474
498,전국노래자랑,2013-05-01,"6,685,476,000","977,873",581
499,내 사랑,2007-12-18,"432,940,833","977,401", 56
500,돈 크라이 마미,2012-11-22,"6,808,882,099","975,462",444
